time,user,emotion
"Wed, 27 July 2016 13:30:07",3,1
"Wed, 27 July 2016 13:30:07",4,1
"Wed, 27 July 2016 13:30:07",5,0
"Wed, 27 July 2016 13:30:07",6,1
"Wed, 27 July 2016 13:30:07",7,0
"Wed, 27 July 2016 13:30:07",8,2
"Wed, 27 July 2016 13:30:07",9,2
"Wed, 27 July 2016 13:30:07",10,0
"Wed, 27 July 2016 13:30:07",11,2
"Wed, 27 July 2016 13:30:07",12,2
"Wed, 27 July 2016 13:30:07",13,0
"Wed, 27 July 2016 13:30:07",14,1
"Wed, 27 July 2016 13:30:07",15,2
"Wed, 27 July 2016 13:30:07",16,1
"Wed, 27 July 2016 13:30:07",17,1
"Wed, 27 July 2016 13:30:07",18,1
"Wed, 27 July 2016 13:30:07",19,2
"Wed, 27 July 2016 13:30:07",20,1
"Wed, 27 July 2016 13:30:07",21,2
"Wed, 27 July 2016 13:30:07",22,1
"Wed, 27 July 2016 13:30:07",23,1
"Wed, 27 July 2016 13:30:07",24,1
"Wed, 27 July 2016 13:30:07",25,1
"Wed, 27 July 2016 13:30:08",1,2
"Wed, 27 July 2016 13:30:08",2,1
"Wed, 27 July 2016 13:30:08",3,3
"Wed, 27 July 2016 13:30:08",4,0
"Wed, 27 July 2016 13:30:08",5,1
"Wed, 27 July 2016 13:30:08",6,2
"Wed, 27 July 2016 13:30:08",7,1
"Wed, 27 July 2016 13:30:08",8,1
"Wed, 27 July 2016 13:30:08",9,0
"Wed, 27 July 2016 13:30:08",10,0
"Wed, 27 July 2016 13:30:08",11,0
"Wed, 27 July 2016 13:30:08",12,1
"Wed, 27 July 2016 13:30:08",13,1
"Wed, 27 July 2016 13:30:08",14,2
"Wed, 27 July 2016 13:30:08",15,1
"Wed, 27 July 2016 13:30:08",16,3
"Wed, 27 July 2016 13:30:08",17,1
"Wed, 27 July 2016 13:30:08",18,1
"Wed, 27 July 2016 13:30:08",19,0
"Wed, 27 July 2016 13:30:08",20,2
"Wed, 27 July 2016 13:30:08",21,3
"Wed, 27 July 2016 13:30:08",22,3
"Wed, 27 July 2016 13:30:08",23,1
"Wed, 27 July 2016 13:30:08",24,0
"Wed, 27 July 2016 13:30:08",25,1
"Wed, 27 July 2016 13:30:09",1,2
"Wed, 27 July 2016 13:30:09",2,1
"Wed, 27 July 2016 13:30:09",3,1
"Wed, 27 July 2016 13:30:09",4,1
"Wed, 27 July 2016 13:30:09",5,0
"Wed, 27 July 2016 13:30:09",6,0
"Wed, 27 July 2016 13:30:09",7,1
"Wed, 27 July 2016 13:30:09",8,1
"Wed, 27 July 2016 13:30:09",9,1
"Wed, 27 July 2016 13:30:09",10,0
"Wed, 27 July 2016 13:30:09",11,0
"Wed, 27 July 2016 13:30:09",12,1
"Wed, 27 July 2016 13:30:09",13,0
"Wed, 27 July 2016 13:30:09",14,0
"Wed, 27 July 2016 13:30:09",15,1
"Wed, 27 July 2016 13:30:09",16,1
"Wed, 27 July 2016 13:30:09",17,1
"Wed, 27 July 2016 13:30:09",18,1
"Wed, 27 July 2016 13:30:09",19,1
"Wed, 27 July 2016 13:30:09",20,1
"Wed, 27 July 2016 13:30:09",21,2
"Wed, 27 July 2016 13:30:09",22,1
"Wed, 27 July 2016 13:30:09",23,1
"Wed, 27 July 2016 13:30:09",24,0
"Wed, 27 July 2016 13:30:09",25,0
"Wed, 27 July 2016 13:30:10",1,1
"Wed, 27 July 2016 13:30:10",2,2
"Wed, 27 July 2016 13:30:10",3,1
"Wed, 27 July 2016 13:30:10",4,1
"Wed, 27 July 2016 13:30:10",5,2
"Wed, 27 July 2016 13:30:10",6,3
"Wed, 27 July 2016 13:30:10",7,1
"Wed, 27 July 2016 13:30:10",8,2
"Wed, 27 July 2016 13:30:10",9,3
"Wed, 27 July 2016 13:30:10",10,3
"Wed, 27 July 2016 13:30:10",11,3
"Wed, 27 July 2016 13:30:10",12,1
"Wed, 27 July 2016 13:30:10",13,2
"Wed, 27 July 2016 13:30:10",14,1
"Wed, 27 July 2016 13:30:10",15,0
"Wed, 27 July 2016 13:30:10",16,1
"Wed, 27 July 2016 13:30:10",17,1
"Wed, 27 July 2016 13:30:10",18,1
"Wed, 27 July 2016 13:30:10",19,2
"Wed, 27 July 2016 13:30:10",20,1
"Wed, 27 July 2016 13:30:10",21,0
"Wed, 27 July 2016 13:30:10",22,1
"Wed, 27 July 2016 13:30:10",23,0
"Wed, 27 July 2016 13:30:10",24,1
"Wed, 27 July 2016 13:30:10",25,1
"Wed, 27 July 2016 13:30:11",1,3
"Wed, 27 July 2016 13:30:11",2,1
"Wed, 27 July 2016 13:30:11",3,1
"Wed, 27 July 2016 13:30:11",4,0
"Wed, 27 July 2016 13:30:11",5,1
"Wed, 27 July 2016 13:30:11",6,1
"Wed, 27 July 2016 13:30:11",7,1
"Wed, 27 July 2016 13:30:11",8,3
"Wed, 27 July 2016 13:30:11",9,2
"Wed, 27 July 2016 13:30:11",10,3
"Wed, 27 July 2016 13:30:11",11,0
"Wed, 27 July 2016 13:30:11",12,0
"Wed, 27 July 2016 13:30:11",13,1
"Wed, 27 July 2016 13:30:11",14,1
"Wed, 27 July 2016 13:30:11",15,0
"Wed, 27 July 2016 13:30:11",16,1
"Wed, 27 July 2016 13:30:11",17,1
"Wed, 27 July 2016 13:30:11",18,1
"Wed, 27 July 2016 13:30:11",19,1
"Wed, 27 July 2016 13:30:11",20,1
"Wed, 27 July 2016 13:30:11",21,1
"Wed, 27 July 2016 13:30:11",22,1
"Wed, 27 July 2016 13:30:11",23,3
"Wed, 27 July 2016 13:30:11",24,0
"Wed, 27 July 2016 13:30:11",25,0
"Wed, 27 July 2016 13:30:12",1,0
"Wed, 27 July 2016 13:30:12",2,2
"Wed, 27 July 2016 13:30:12",3,1
"Wed, 27 July 2016 13:30:12",4,1
"Wed, 27 July 2016 13:30:12",5,1
"Wed, 27 July 2016 13:30:12",6,1
"Wed, 27 July 2016 13:30:12",7,0
"Wed, 27 July 2016 13:30:12",8,1
"Wed, 27 July 2016 13:30:12",9,1
"Wed, 27 July 2016 13:30:12",10,0
"Wed, 27 July 2016 13:30:12",11,1
"Wed, 27 July 2016 13:30:12",12,1
"Wed, 27 July 2016 13:30:12",13,2
"Wed, 27 July 2016 13:30:12",14,0
"Wed, 27 July 2016 13:30:12",15,3
"Wed, 27 July 2016 13:30:12",16,1
"Wed, 27 July 2016 13:30:12",17,1
"Wed, 27 July 2016 13:30:12",18,1
"Wed, 27 July 2016 13:30:12",19,1
"Wed, 27 July 2016 13:30:12",20,1
"Wed, 27 July 2016 13:30:12",21,1
"Wed, 27 July 2016 13:30:12",22,1
"Wed, 27 July 2016 13:30:12",23,0
"Wed, 27 July 2016 13:30:12",24,2
"Wed, 27 July 2016 13:30:12",25,1
"Wed, 27 July 2016 13:30:13",1,1
"Wed, 27 July 2016 13:30:13",2,1
"Wed, 27 July 2016 13:30:13",3,1
"Wed, 27 July 2016 13:30:13",4,3
"Wed, 27 July 2016 13:30:13",5,2
"Wed, 27 July 2016 13:30:13",6,1
"Wed, 27 July 2016 13:30:13",7,1
"Wed, 27 July 2016 13:30:13",8,2
"Wed, 27 July 2016 13:30:13",9,2
"Wed, 27 July 2016 13:30:13",10,1
"Wed, 27 July 2016 13:30:13",11,2
"Wed, 27 July 2016 13:30:13",12,3
"Wed, 27 July 2016 13:30:13",13,0
"Wed, 27 July 2016 13:30:13",14,1
"Wed, 27 July 2016 13:30:13",15,1
"Wed, 27 July 2016 13:30:13",16,1
"Wed, 27 July 2016 13:30:13",17,2
"Wed, 27 July 2016 13:30:13",18,1
"Wed, 27 July 2016 13:30:13",19,1
"Wed, 27 July 2016 13:30:13",20,2
"Wed, 27 July 2016 13:30:13",21,1
"Wed, 27 July 2016 13:30:13",22,2
"Wed, 27 July 2016 13:30:13",23,2
"Wed, 27 July 2016 13:30:13",24,1
"Wed, 27 July 2016 13:30:13",25,3
"Wed, 27 July 2016 13:30:14",1,0
"Wed, 27 July 2016 13:30:14",2,2
"Wed, 27 July 2016 13:30:14",3,2
"Wed, 27 July 2016 13:30:14",4,1
"Wed, 27 July 2016 13:30:14",5,2
"Wed, 27 July 2016 13:30:14",6,0
"Wed, 27 July 2016 13:30:14",7,3
"Wed, 27 July 2016 13:30:14",8,1
"Wed, 27 July 2016 13:30:14",9,3
"Wed, 27 July 2016 13:30:14",10,0
"Wed, 27 July 2016 13:30:14",11,3
"Wed, 27 July 2016 13:30:14",12,0
"Wed, 27 July 2016 13:30:14",13,1
"Wed, 27 July 2016 13:30:14",14,2
"Wed, 27 July 2016 13:30:14",15,2
"Wed, 27 July 2016 13:30:14",16,1
"Wed, 27 July 2016 13:30:14",17,0
"Wed, 27 July 2016 13:30:14",18,1
"Wed, 27 July 2016 13:30:14",19,0
"Wed, 27 July 2016 13:30:14",20,1
"Wed, 27 July 2016 13:30:14",21,2
"Wed, 27 July 2016 13:30:14",22,1
"Wed, 27 July 2016 13:30:14",23,0
"Wed, 27 July 2016 13:30:14",24,1
"Wed, 27 July 2016 13:30:14",25,0
"Wed, 27 July 2016 13:30:15",1,3
"Wed, 27 July 2016 13:30:15",2,1
"Wed, 27 July 2016 13:30:15",3,1
"Wed, 27 July 2016 13:30:15",4,0
"Wed, 27 July 2016 13:30:15",5,3
"Wed, 27 July 2016 13:30:15",6,1
"Wed, 27 July 2016 13:30:15",7,3
"Wed, 27 July 2016 13:30:15",8,1
"Wed, 27 July 2016 13:30:15",9,0
"Wed, 27 July 2016 13:30:15",10,1
"Wed, 27 July 2016 13:30:15",11,1
"Wed, 27 July 2016 13:30:15",12,1
"Wed, 27 July 2016 13:30:15",13,1
"Wed, 27 July 2016 13:30:15",14,1
"Wed, 27 July 2016 13:30:15",15,1
"Wed, 27 July 2016 13:30:15",16,0
"Wed, 27 July 2016 13:30:15",17,1
"Wed, 27 July 2016 13:30:15",18,3
"Wed, 27 July 2016 13:30:15",19,0
"Wed, 27 July 2016 13:30:15",20,0
"Wed, 27 July 2016 13:30:15",21,3
"Wed, 27 July 2016 13:30:15",22,1
"Wed, 27 July 2016 13:30:15",23,0
"Wed, 27 July 2016 13:30:15",24,1
"Wed, 27 July 2016 13:30:15",25,1
"Wed, 27 July 2016 13:30:16",1,3
"Wed, 27 July 2016 13:30:16",2,0
"Wed, 27 July 2016 13:30:16",3,0
"Wed, 27 July 2016 13:30:16",4,3
"Wed, 27 July 2016 13:30:16",5,1
"Wed, 27 July 2016 13:30:16",6,3
"Wed, 27 July 2016 13:30:16",7,1
"Wed, 27 July 2016 13:30:16",8,1
"Wed, 27 July 2016 13:30:16",9,1
"Wed, 27 July 2016 13:30:16",10,2
"Wed, 27 July 2016 13:30:16",11,1
"Wed, 27 July 2016 13:30:16",12,2
"Wed, 27 July 2016 13:30:16",13,1
"Wed, 27 July 2016 13:30:16",14,1
"Wed, 27 July 2016 13:30:16",15,1
"Wed, 27 July 2016 13:30:16",16,0
"Wed, 27 July 2016 13:30:16",17,1
"Wed, 27 July 2016 13:30:16",18,2
"Wed, 27 July 2016 13:30:16",19,0
"Wed, 27 July 2016 13:30:16",20,0
"Wed, 27 July 2016 13:30:16",21,0
"Wed, 27 July 2016 13:30:16",22,1
"Wed, 27 July 2016 13:30:16",23,2
"Wed, 27 July 2016 13:30:16",24,1
"Wed, 27 July 2016 13:30:16",25,3
"Wed, 27 July 2016 13:30:17",1,0
"Wed, 27 July 2016 13:30:17",2,0
"Wed, 27 July 2016 13:30:17",3,0
"Wed, 27 July 2016 13:30:17",4,1
"Wed, 27 July 2016 13:30:17",5,2
"Wed, 27 July 2016 13:30:17",6,1
"Wed, 27 July 2016 13:30:17",7,1
"Wed, 27 July 2016 13:30:17",8,1
"Wed, 27 July 2016 13:30:17",9,1
"Wed, 27 July 2016 13:30:17",10,0
"Wed, 27 July 2016 13:30:17",11,1
"Wed, 27 July 2016 13:30:17",12,0
"Wed, 27 July 2016 13:30:17",13,1
"Wed, 27 July 2016 13:30:17",14,0
"Wed, 27 July 2016 13:30:17",15,1
"Wed, 27 July 2016 13:30:17",16,1
"Wed, 27 July 2016 13:30:17",17,0
"Wed, 27 July 2016 13:30:17",18,2
"Wed, 27 July 2016 13:30:17",19,1
"Wed, 27 July 2016 13:30:17",20,2
"Wed, 27 July 2016 13:30:17",21,2
"Wed, 27 July 2016 13:30:17",22,1
"Wed, 27 July 2016 13:30:17",23,0
"Wed, 27 July 2016 13:30:17",24,2
"Wed, 27 July 2016 13:30:17",25,0
"Wed, 27 July 2016 13:30:18",1,1
"Wed, 27 July 2016 13:30:18",2,1
"Wed, 27 July 2016 13:30:18",3,2
"Wed, 27 July 2016 13:30:18",4,3
"Wed, 27 July 2016 13:30:18",5,3
"Wed, 27 July 2016 13:30:18",6,1
"Wed, 27 July 2016 13:30:18",7,1
"Wed, 27 July 2016 13:30:18",8,3
"Wed, 27 July 2016 13:30:18",9,1
"Wed, 27 July 2016 13:30:18",10,0
"Wed, 27 July 2016 13:30:18",11,1
"Wed, 27 July 2016 13:30:18",12,3
"Wed, 27 July 2016 13:30:18",13,2
"Wed, 27 July 2016 13:30:18",14,1
"Wed, 27 July 2016 13:30:18",15,1
"Wed, 27 July 2016 13:30:18",16,0
"Wed, 27 July 2016 13:30:18",17,0
"Wed, 27 July 2016 13:30:18",18,0
"Wed, 27 July 2016 13:30:18",19,2
"Wed, 27 July 2016 13:30:18",20,1
"Wed, 27 July 2016 13:30:18",21,0
"Wed, 27 July 2016 13:30:18",22,3
"Wed, 27 July 2016 13:30:18",23,1
"Wed, 27 July 2016 13:30:18",24,1
"Wed, 27 July 2016 13:30:18",25,0
"Wed, 27 July 2016 13:30:19",1,1
"Wed, 27 July 2016 13:30:19",2,2
"Wed, 27 July 2016 13:30:19",3,0
"Wed, 27 July 2016 13:30:19",4,0
"Wed, 27 July 2016 13:30:19",5,2
"Wed, 27 July 2016 13:30:19",6,1
"Wed, 27 July 2016 13:30:19",7,1
"Wed, 27 July 2016 13:30:19",8,0
"Wed, 27 July 2016 13:30:19",9,2
"Wed, 27 July 2016 13:30:19",10,1
"Wed, 27 July 2016 13:30:19",11,1
"Wed, 27 July 2016 13:30:19",12,1
"Wed, 27 July 2016 13:30:19",13,0
"Wed, 27 July 2016 13:30:19",14,3
"Wed, 27 July 2016 13:30:19",15,1
"Wed, 27 July 2016 13:30:19",16,1
"Wed, 27 July 2016 13:30:19",17,1
"Wed, 27 July 2016 13:30:19",18,1
"Wed, 27 July 2016 13:30:19",19,1
"Wed, 27 July 2016 13:30:19",20,2
"Wed, 27 July 2016 13:30:19",21,3
"Wed, 27 July 2016 13:30:19",22,3
"Wed, 27 July 2016 13:30:19",23,1
"Wed, 27 July 2016 13:30:19",24,1
"Wed, 27 July 2016 13:30:19",25,3
"Wed, 27 July 2016 13:30:20",1,1
"Wed, 27 July 2016 13:30:20",2,2
"Wed, 27 July 2016 13:30:20",3,1
"Wed, 27 July 2016 13:30:20",4,3
"Wed, 27 July 2016 13:30:20",5,2
"Wed, 27 July 2016 13:30:20",6,1
"Wed, 27 July 2016 13:30:20",7,1
"Wed, 27 July 2016 13:30:20",8,3
"Wed, 27 July 2016 13:30:20",9,0
"Wed, 27 July 2016 13:30:20",10,1
"Wed, 27 July 2016 13:30:20",11,1
"Wed, 27 July 2016 13:30:20",12,2
"Wed, 27 July 2016 13:30:20",13,0
"Wed, 27 July 2016 13:30:20",14,1
"Wed, 27 July 2016 13:30:20",15,1
"Wed, 27 July 2016 13:30:20",16,1
"Wed, 27 July 2016 13:30:20",17,0
"Wed, 27 July 2016 13:30:20",18,0
"Wed, 27 July 2016 13:30:20",19,3
"Wed, 27 July 2016 13:30:20",20,1
"Wed, 27 July 2016 13:30:20",21,0
"Wed, 27 July 2016 13:30:20",22,0
"Wed, 27 July 2016 13:30:20",23,1
"Wed, 27 July 2016 13:30:20",24,1
"Wed, 27 July 2016 13:30:20",25,2
"Wed, 27 July 2016 13:30:21",1,1
"Wed, 27 July 2016 13:30:21",2,0
"Wed, 27 July 2016 13:30:21",3,1
"Wed, 27 July 2016 13:30:21",4,3
"Wed, 27 July 2016 13:30:21",5,0
"Wed, 27 July 2016 13:30:21",6,0
"Wed, 27 July 2016 13:30:21",7,1
"Wed, 27 July 2016 13:30:21",8,1
"Wed, 27 July 2016 13:30:21",9,3
"Wed, 27 July 2016 13:30:21",10,0
"Wed, 27 July 2016 13:30:21",11,1
"Wed, 27 July 2016 13:30:21",12,1
"Wed, 27 July 2016 13:30:21",13,0
"Wed, 27 July 2016 13:30:21",14,0
"Wed, 27 July 2016 13:30:21",15,0
"Wed, 27 July 2016 13:30:21",16,3
"Wed, 27 July 2016 13:30:21",17,0
"Wed, 27 July 2016 13:30:21",18,0
"Wed, 27 July 2016 13:30:21",19,3
"Wed, 27 July 2016 13:30:21",20,0
"Wed, 27 July 2016 13:30:21",21,0
"Wed, 27 July 2016 13:30:21",22,1
"Wed, 27 July 2016 13:30:21",23,1
"Wed, 27 July 2016 13:30:21",24,2
"Wed, 27 July 2016 13:30:21",25,0
"Wed, 27 July 2016 13:30:22",1,0
"Wed, 27 July 2016 13:30:22",2,0
"Wed, 27 July 2016 13:30:22",3,3
"Wed, 27 July 2016 13:30:22",4,3
"Wed, 27 July 2016 13:30:22",5,2
"Wed, 27 July 2016 13:30:22",6,1
"Wed, 27 July 2016 13:30:22",7,1
"Wed, 27 July 2016 13:30:22",8,1
"Wed, 27 July 2016 13:30:22",9,0
"Wed, 27 July 2016 13:30:22",10,1
"Wed, 27 July 2016 13:30:22",11,0
"Wed, 27 July 2016 13:30:22",12,1
"Wed, 27 July 2016 13:30:22",13,0
"Wed, 27 July 2016 13:30:22",14,2
"Wed, 27 July 2016 13:30:22",15,1
"Wed, 27 July 2016 13:30:22",16,1
"Wed, 27 July 2016 13:30:22",17,0
"Wed, 27 July 2016 13:30:22",18,3
"Wed, 27 July 2016 13:30:22",19,2
"Wed, 27 July 2016 13:30:22",20,1
"Wed, 27 July 2016 13:30:22",21,0
"Wed, 27 July 2016 13:30:22",22,1
"Wed, 27 July 2016 13:30:22",23,2
"Wed, 27 July 2016 13:30:22",24,1
"Wed, 27 July 2016 13:30:22",25,0
"Wed, 27 July 2016 13:30:23",1,1
"Wed, 27 July 2016 13:30:23",2,0
"Wed, 27 July 2016 13:30:23",3,1
"Wed, 27 July 2016 13:30:23",4,0
"Wed, 27 July 2016 13:30:23",5,1
"Wed, 27 July 2016 13:30:23",6,0
"Wed, 27 July 2016 13:30:23",7,1
"Wed, 27 July 2016 13:30:23",8,3
"Wed, 27 July 2016 13:30:23",9,2
"Wed, 27 July 2016 13:30:23",10,2
"Wed, 27 July 2016 13:30:23",11,1
"Wed, 27 July 2016 13:30:23",12,1
"Wed, 27 July 2016 13:30:23",13,1
"Wed, 27 July 2016 13:30:23",14,1
"Wed, 27 July 2016 13:30:23",15,1
"Wed, 27 July 2016 13:30:23",16,0
"Wed, 27 July 2016 13:30:23",17,1
"Wed, 27 July 2016 13:30:23",18,0
"Wed, 27 July 2016 13:30:23",19,1
"Wed, 27 July 2016 13:30:23",20,1
"Wed, 27 July 2016 13:30:23",21,3
"Wed, 27 July 2016 13:30:23",22,0
"Wed, 27 July 2016 13:30:23",23,0
"Wed, 27 July 2016 13:30:23",24,3
"Wed, 27 July 2016 13:30:23",25,1
"Wed, 27 July 2016 13:30:24",1,1
"Wed, 27 July 2016 13:30:24",2,0
"Wed, 27 July 2016 13:30:24",3,2
"Wed, 27 July 2016 13:30:24",4,2
"Wed, 27 July 2016 13:30:24",5,3
"Wed, 27 July 2016 13:30:24",6,1
"Wed, 27 July 2016 13:30:24",7,2
"Wed, 27 July 2016 13:30:24",8,0
"Wed, 27 July 2016 13:30:24",9,1
"Wed, 27 July 2016 13:30:24",10,1
"Wed, 27 July 2016 13:30:24",11,1
"Wed, 27 July 2016 13:30:24",12,1
"Wed, 27 July 2016 13:30:24",13,0
"Wed, 27 July 2016 13:30:24",14,1
"Wed, 27 July 2016 13:30:24",15,0
"Wed, 27 July 2016 13:30:24",16,0
"Wed, 27 July 2016 13:30:24",17,1
"Wed, 27 July 2016 13:30:24",18,1
"Wed, 27 July 2016 13:30:24",19,1
"Wed, 27 July 2016 13:30:24",20,1
